query,symbol
102465246,MIR6499
723778,MIR650
102466656,MIR6500
102465248,MIR6501
102465249,MIR6502
102465250,MIR6503
102465251,MIR6504
102466657,MIR6505
102465252,MIR6506
102465253,MIR6507
102466972,MIR6508
102465254,MIR6509
723779,MIR651
102466658,MIR6510
102466812,MIR6511A2
102465429,MIR6511B1
102465255,MIR6512
102465256,MIR6513
102465257,MIR6514
102466659,MIR6515
102466864,MIR6516
724022,MIR652
724023,MIR653
724024,MIR654
724025,MIR655
724026,MIR656
724027,MIR657
724028,MIR658
724029,MIR659
724030,MIR660
724031,MIR661
724032,MIR662
724033,MIR663A
284801,MIR663AHG
100313824,MIR663B
100302234,MIR664A
100847052,MIR664B
100126315,MIR665
768214,MIR668
100313777,MIR670
100507261,MIR670HG
768213,MIR671
102466189,MIR6715A
102465427,MIR6715B
102466719,MIR6716
102465428,MIR6717
102465430,MIR6718
102465974,MIR6719
102466720,MIR6720
102466190,MIR6721
102465431,MIR6722
102465434,MIR6726
102465435,MIR6727
102465436,MIR6728
102466982,MIR6729
102466722,MIR6730
102465437,MIR6731
102465438,MIR6732
102465439,MIR6733
102466723,MIR6734
102465440,MIR6735
102466191,MIR6736
102465441,MIR6737
102465442,MIR6738
102466724,MIR6739
102465443,MIR6740
102466270,MIR6741
102465444,MIR6742
102465445,MIR6743
102466725,MIR6744
102466726,MIR6745
102465446,MIR6746
102465447,MIR6747
102465448,MIR6748
102466727,MIR6749
100033819,MIR675
102466192,MIR6750
102465449,MIR6751
102465450,MIR6752
102465451,MIR6753
102466728,MIR6754
102465452,MIR6755
102465453,MIR6756
102466193,MIR6757
102465454,MIR6758
102466729,MIR6759
100500887,MIR676
102465455,MIR6760
102465456,MIR6761
102465457,MIR6762
102465975,MIR6763
102466730,MIR6764
102465458,MIR6765
102466983,MIR6766
102465459,MIR6767
102465460,MIR6768
102466731,MIR6769A
102466202,MIR6769B
102465908,MIR6770-2
102465462,MIR6771
102465463,MIR6772
102466194,MIR6773
102466732,MIR6774
102465464,MIR6775
102465465,MIR6776
102465466,MIR6777
102466733,MIR6778
102465467,MIR6779
102466195,MIR6780A
102466746,MIR6780B
102465468,MIR6781
102465469,MIR6782
102466734,MIR6783
102465470,MIR6784
102466911,MIR6785
102465471,MIR6786
102465472,MIR6787
102466736,MIR6789
102465473,MIR6790
102465474,MIR6791
102465475,MIR6792
102466737,MIR6793
102466196,MIR6794
102465476,MIR6795
102465477,MIR6796
102465478,MIR6797
102466738,MIR6798
102465479,MIR6799
102465480,MIR6800
102466984,MIR6801
102465481,MIR6802
102466739,MIR6803
102465482,MIR6804
102465483,MIR6805
102465484,MIR6806
102465976,MIR6807
102466740,MIR6808
102465485,MIR6809
102466197,MIR6810
102465486,MIR6811
102465487,MIR6812
102466741,MIR6813
102465488,MIR6814
102465489,MIR6815
102465490,MIR6816
102466198,MIR6817
102466742,MIR6818
102465491,MIR6819
102465492,MIR6820
102465493,MIR6821
102466743,MIR6822
102465494,MIR6823
102465495,MIR6824
102466199,MIR6825
102465496,MIR6826
102466744,MIR6827
102465497,MIR6828
102465977,MIR6829
102465498,MIR6830
102465499,MIR6831
102466745,MIR6832
102465500,MIR6833
102465501,MIR6834
102465502,MIR6835
102465503,MIR6836
102466985,MIR6837
102465504,MIR6838
102465505,MIR6839
102466747,MIR6840
102465506,MIR6841
102465507,MIR6842
102465508,MIR6843
102466200,MIR6844
102466748,MIR6845
102465509,MIR6846
102465510,MIR6847
102465511,MIR6848
102466749,MIR6849
102465978,MIR6850
102465512,MIR6851
102465513,MIR6852
102466201,MIR6853
102465514,MIR6854
102466750,MIR6855
102465515,MIR6856
102465516,MIR6857
102465517,MIR6858
102466751,MIR6859-1
102465909,MIR6859-2
102465518,MIR6860
102465519,MIR6861
102465520,MIR6862-1
102465907,MIR6862-2
102466752,MIR6863
102465521,MIR6864
102465522,MIR6865
102466986,MIR6866
102465523,MIR6867
102466753,MIR6868
102465524,MIR6869
102465525,MIR6870
102466912,MIR6871
102465526,MIR6872
102466754,MIR6873
102466203,MIR6874
102466755,MIR6875
102465527,MIR6876
102465528,MIR6877
102465529,MIR6878
102466756,MIR6879
102466204,MIR6880
102465530,MIR6881
102465531,MIR6882
102465532,MIR6883
102466757,MIR6884
102465533,MIR6885
102465534,MIR6886
102466205,MIR6887
102465535,MIR6888
102466758,MIR6889
102465536,MIR6890
102465537,MIR6891
102465538,MIR6892
102466271,MIR6893
102466759,MIR6894
102465539,MIR6895
407043,MIR7-1
407044,MIR7-2
407045,MIR7-3
284424,MIR7-3HG
100126333,MIR708
102466222,MIR7106
102465665,MIR7107
102466806,MIR7108
102465666,MIR7109
100313843,MIR711
102465667,MIR7110
102465668,MIR7111
102465906,MIR7112
102465669,MIR7113
102466223,MIR7114
102465688,MIR7150
102466814,MIR7151
102465689,MIR7152
102465690,MIR7153
102465691,MIR7154
102466815,MIR7155
102466995,MIR7156
102465692,MIR7157
102466816,MIR7159
102465695,MIR7160
102465694,MIR7161
102466227,MIR7162
100313781,MIR718
100126313,MIR744
102466235,MIR7515
102800314,MIR7515HG
768212,MIR758
100313778,MIR759
100126348,MIR760
100313892,MIR761
100313837,MIR762
101928736,MIR762HG
100313838,MIR764
768220,MIR765
768218,MIR766
768215,MIR767
768217,MIR769
768222,MIR770
102465800,MIR7702
102465801,MIR7703
102466854,MIR7705
102465832,MIR7843
102465834,MIR7844
102465835,MIR7845
102465836,MIR7846
102466865,MIR7848
102465837,MIR7849
102465838,MIR7850
102467003,MIR7851
102465839,MIR7852
102466866,MIR7853
102465840,MIR7854
102465841,MIR7855
102465842,MIR7856
102466250,MIR7973-1
102465855,MIR7973-2
102465856,MIR7974
102466872,MIR7975
102465857,MIR7976
102465858,MIR7977
102465859,MIR7978
768219,MIR802
102466873,MIR8052
102467004,MIR8053
102465860,MIR8054
102465861,MIR8055
102465862,MIR8056
102466874,MIR8057
102465863,MIR8058
102466918,MIR8059
102465864,MIR8060
102466251,MIR8061
102465865,MIR8062
102466875,MIR8063
102465866,MIR8064
102465867,MIR8065
102465868,MIR8066
102465869,MIR8067
102466876,MIR8068
102466252,MIR8069-1
102465870,MIR8070
102465871,MIR8071-1
102466889,MIR8071-2
102466877,MIR8072
102465872,MIR8073
102465873,MIR8074
102465874,MIR8075
102466253,MIR8076
102465875,MIR8077
102466878,MIR8078
102465876,MIR8079
102465877,MIR8080
102465995,MIR8081
102465878,MIR8082
102466879,MIR8083
102467005,MIR8084
102465879,MIR8085
102465880,MIR8086
102465881,MIR8087
102466880,MIR8088
102465882,MIR8089
100126316,MIR873
100126343,MIR874
100126309,MIR875
100126310,MIR876
100126314,MIR877
100126334,MIR885
100126347,MIR887
100126306,MIR888
100126345,MIR889
100126303,MIR890
100126341,MIR891A
100126304,MIR891B
100126342,MIR892A
100126307,MIR892B
102466721,MIR892C
407046,MIR9-1
10485,MIR9-1HG
407047,MIR9-2
645323,MIR9-2HG
407051,MIR9-3
254559,MIR9-3HG
100126320,MIR920
100126349,MIR921
100126321,MIR922
100126323,MIR924
647946,MIR924HG
407048,MIR92A1
407049,MIR92A2
693235,MIR92B
407050,MIR93
100126350,MIR933
100126324,MIR934
100126325,MIR935
100126326,MIR936
100126338,MIR937
100126327,MIR938
100126351,MIR939
100126328,MIR940
100126329,MIR941-1
100126339,MIR941-2
100126352,MIR941-3
100126330,MIR941-4
100126331,MIR942
100126332,MIR943
100126340,MIR944
407052,MIR95
407053,MIR96
407054,MIR98
407055,MIR99A
388815,MIR99AHG
407056,MIR99B
406881,MIRLET7A1
406882,MIRLET7A2
406883,MIRLET7A3
406884,MIRLET7B
400931,MIRLET7BHG
406885,MIRLET7C
406886,MIRLET7D
406887,MIRLET7E
406888,MIRLET7F1
406889,MIRLET7F2
406890,MIRLET7G
406891,MIRLET7I
79003,MIS12
54069,MIS18A
55320,MIS18BP1
100506540,MISFA
126353,MISP
113230,MISP3
129531,MITD1
4286,MITF
131076,MIX23
83881,MIXL1
4288,MKI67
8195,MKKS
4289,MKLN1
100506881,MKLN1-AS
8569,MKNK1
100507423,MKNK1-AS1
2872,MKNK2
23608,MKRN1
23609,MKRN2
100129480,MKRN2OS
7681,MKRN3
7686,MKRN7P
400058,MKRN9P
54903,MKS1
283078,MKX
101929202,MKX-AS1
2315,MLANA
23209,MLC1
9761,MLEC
4291,MLF1
100996447,MLF1-DT
8079,MLF2
4292,MLH1
27030,MLH3
90523,MLIP
100874282,MLIP-IT1
197259,MLKL
4298,MLLT1
8028,MLLT10
140678,MLLT10P1
10962,MLLT11
4300,MLLT3
4302,MLLT6
4295,MLN
2862,MLNR
79083,MLPH
64223,MLST8
6945,MLX
22877,MLXIP
51085,MLXIPL
23417,MLYCD
166785,MMAA
326625,MMAB
25974,MMACHC
27249,MMADHC
101929231,MMADHC-DT
23531,MMD
221938,MMD2
4311,MME
79258,MMEL1
93380,MMGT1
4312,MMP1
4319,MMP10
4320,MMP11
4321,MMP12
4322,MMP13
4323,MMP14
4324,MMP15
4325,MMP16
4326,MMP17
4327,MMP19
4313,MMP2
9313,MMP20
101928477,MMP20-AS1
118856,MMP21
8511,MMP23A
8510,MMP23B
10893,MMP24
101410538,MMP24OS
64386,MMP25
100507419,MMP25-AS1
56547,MMP26
64066,MMP27
79148,MMP28
4314,MMP3
4316,MMP7
4317,MMP8
4318,MMP9
22915,MMRN1
79812,MMRN2
64210,MMS19
253714,MMS22L
4594,MMUT
4330,MN1
4331,MNAT1
84057,MND1
4332,MNDA
55329,MNS1
4335,MNT
3110,MNX1
645249,MNX1-AS1
64112,MOAP1
55233,MOB1A
92597,MOB1B
81532,MOB2
126308,MOB3A
79817,MOB3B
148932,MOB3C
25843,MOB4
4336,MOBP
55034,MOCOS
4337,MOCS1
4338,MOCS2
257396,MOCS2-DT
27304,MOCS3
4340,MOG
116255,MOGAT1
80168,MOGAT2
346606,MOGAT3
7841,MOGS
5891,MOK
84315,MON1A
22879,MON1B
23041,MON2
27136,MORC1
22880,MORC2
150291,MORC2-AS1
23515,MORC3
79710,MORC4
10933,MORF4L1
9643,MORF4L2
340544,MORF4L2-AS1
79906,MORN1
729967,MORN2
283385,MORN3
118812,MORN4
254956,MORN5
4342,MOS
730094,MOSMO
56180,MOSPD1
158747,MOSPD2
64598,MOSPD3
4343,MOV10
54456,MOV10L1
26002,MOXD1
100289017,MOXD2P
51660,MPC1
347411,MPC1L
25874,MPC2
9526,MPDU1
100996842,MPDU1-AS1
8777,MPDZ
219972,MPEG1
4350,MPG
10199,MPHOSPH10
643802,MPHOSPH10P1
10200,MPHOSPH6
54737,MPHOSPH8
10198,MPHOSPH9
4351,MPI
80739,MPIG6B
4352,MPL
136647,MPLKIP
84954,MPND
4353,MPO
4354,MPP1
4355,MPP2
4356,MPP3
58538,MPP4
143098,MPP7
65258,MPPE1
758,MPPED1
744,MPPED2
23164,MPRIP
4357,MPST
4358,MPV17
255027,MPV17L
84769,MPV17L2
4359,MPZ
9019,MPZL1
10205,MPZL2
196264,MPZL3
3140,MR1
56246,MRAP
112609,MRAP2
22808,MRAS
4360,MRC1
9902,MRC2
4361,MRE11
55686,MREG
93621,MRFAP1
114932,MRFAP1L1
93622,MRFAP1L2
55257,MRGBP
116512,MRGPRD
116534,MRGPRE
116535,MRGPRF
101928200,MRGPRF-AS1
386746,MRGPRG
283303,MRGPRG-AS1
259249,MRGPRX1
117194,MRGPRX2
117195,MRGPRX3
117196,MRGPRX4
84245,MRI1
100507027,MRLN
79922,MRM1
29960,MRM2
55178,MRM3
51149,MRNIP
100996419,MRNIP-DT
83876,MRO
285758,MROCKI
727957,MROH1
339766,MROH2A
133558,MROH2B
647215,MROH3P
389690,MROH5
642475,MROH6
374977,MROH7
100527960,MROH7-TTC4
140699,MROH8
80133,MROH9
65008,MRPL1
124995,MRPL10
65003,MRPL11
6182,MRPL12
28998,MRPL13
64928,MRPL14
29088,MRPL15
54948,MRPL16
63875,MRPL17
29074,MRPL18
9801,MRPL19
51069,MRPL2
55052,MRPL20
148413,MRPL20-AS1
219927,MRPL21
29093,MRPL22
6150,MRPL23
100133545,MRPL23-AS1
79590,MRPL24
51264,MRPL27
10573,MRPL28
11222,MRPL3
51263,MRPL30
64983,MRPL32
9553,MRPL33
64981,MRPL34
51318,MRPL35
64979,MRPL36
51253,MRPL37
64978,MRPL38
54148,MRPL39
51073,MRPL4
64976,MRPL40
64975,MRPL41
28977,MRPL42
359821,MRPL42P5
84545,MRPL43
65080,MRPL44
84311,MRPL45
653479,MRPL45P2
26589,MRPL46
57129,MRPL47
51642,MRPL48
740,MRPL49
54534,MRPL50
51258,MRPL51
122704,MRPL52
116540,MRPL53
116541,MRPL54
128308,MRPL55
78988,MRPL57
3396,MRPL58
65005,MRPL9
55173,MRPS10
64963,MRPS11
6183,MRPS12
63931,MRPS14
64960,MRPS15
51021,MRPS16
51373,MRPS17
55168,MRPS18A
28973,MRPS18B
51023,MRPS18C
51116,MRPS2
54460,MRPS21
56945,MRPS22
51649,MRPS23
64951,MRPS24
64432,MRPS25
64949,MRPS26
23107,MRPS27
28957,MRPS28
10884,MRPS30
100506674,MRPS30-DT
10240,MRPS31
100887750,MRPS31P5
51650,MRPS33
65993,MRPS34
60488,MRPS35
92259,MRPS36
64969,MRPS5
64968,MRPS6
51081,MRPS7
64965,MRPS9
101927492,MRPS9-AS1
102724691,MRPS9-AS2
92399,MRRF
57380,MRS2
729633,MRS2P2
57591,MRTFA
101927257,MRTFA-AS1
57496,MRTFB
51154,MRTO4
931,MS4A1
341116,MS4A10
54860,MS4A12
503497,MS4A13
84689,MS4A14
219995,MS4A15
728588,MS4A18
2206,MS4A2
932,MS4A3
51338,MS4A4A
643680,MS4A4E
64232,MS4A5
64231,MS4A6A
245802,MS4A6E
58475,MS4A7
83661,MS4A8
345222,MSANTD1
79684,MSANTD2
100507283,MSANTD2-AS1
91283,MSANTD3
100526694,MSANTD3-TMEFF1
84437,MSANTD4
102724657,MSANTD5
9242,MSC
100132891,MSC-AS1
343930,MSGN1
4436,MSH2
644093,MSH2-OT1
4437,MSH3
4438,MSH4
4439,MSH5
100532732,MSH5-SAPCD1
2956,MSH6
4440,MSI1
124540,MSI2
339287,MSL1
55167,MSL2
10943,MSL3
151507,MSL3P1
10232,MSLN
4477,MSMB
6307,MSMO1
692094,MSMP
4478,MSN
4481,MSR1
4482,MSRA
51734,MSRB1
22921,MSRB2
253827,MSRB3
100507065,MSRB3-AS1
118490,MSS51
4485,MST1
11223,MST1L
11209,MST1P2
4486,MST1R
2660,MSTN
55154,MSTO1
100129405,MSTO2P
4487,MSX1
4488,MSX2
55545,MSX2P1
4489,MT1A
4490,MT1B
326343,MT1DP
4493,MT1E
4494,MT1F
4495,MT1G
4496,MT1H
645745,MT1HL1
644314,MT1IP
4498,MT1JP
4500,MT1L
4499,MT1M
4501,MT1X
4502,MT2A
4504,MT3
84560,MT4
9112,MTA1
100507437,MTA1-DT
9219,MTA2
57504,MTA3
4507,MTAP
64757,MTARC1
54996,MTARC2
27085,MTBP
23787,MTCH1
23788,MTCH2
23255,MTCL1
4515,MTCP1
92140,MTDH
7978,MTERF1
80298,MTERF2
51001,MTERF3
130916,MTERF4
4520,MTF1
22823,MTF2
123263,MTFMT
51537,MTFP1
9650,MTFR1
56181,MTFR1L
113115,MTFR2
92170,MTG1
26164,MTG2
4522,MTHFD1
25902,MTHFD1L
10797,MTHFD2
441024,MTHFD2L
100287639,MTHFD2P1
4524,MTHFR
10588,MTHFS
64779,MTHFSD
4528,MTIF2
219402,MTIF3
205251,MTLN
4534,MTM1
8776,MTMR1
54893,MTMR10
10903,MTMR11
54545,MTMR12
64419,MTMR14
8898,MTMR2
8897,MTMR3
9110,MTMR4
9107,MTMR6
9108,MTMR7
55613,MTMR8
66036,MTMR9
339483,MTMR9LP
4543,MTNR1A
4544,MTNR1B
25821,MTO1
2475,MTOR
100873935,MTOR-AS1
55149,MTPAP
136319,MTPN
4548,MTR
51250,MTRES1
23517,MTREX
9617,MTRF1
54516,MTRF1L
91574,MTRFR
100462977,MTRNR2L1
100463488,MTRNR2L10
100462981,MTRNR2L2
100462983,MTRNR2L3
100463285,MTRNR2L4
100463289,MTRNR2L5
100463482,MTRNR2L6
100288485,MTRNR2L7
100463486,MTRNR2L8
100463487,MTRNR2L9
4552,MTRR
9788,MTSS1
92154,MTSS2
4547,MTTP
222166,MTURN
57509,MTUS1
101930275,MTUS1-DT
23281,MTUS2
100874107,MTUS2-AS1
246754,MTVR2
4580,MTX1
10651,MTX2
345778,MTX3
4582,MUC1
10071,MUC12
102724094,MUC12-AS1
56667,MUC13
143662,MUC15
94025,MUC16
140453,MUC17
283463,MUC19
200958,MUC20
394263,MUC21
100507679,MUC22
4584,MUC3A
4585,MUC4
4586,MUC5AC
727897,MUC5B
4588,MUC6
4589,MUC7
100129528,MUC8
118430,MUCL1
135656,MUCL3
79594,MUL1
80198,MUS81
4593,MUSK
389125,MUSTN1
4595,MUTYH
93343,MVB12A
89853,MVB12B
4597,MVD
4598,MVK
9961,MVP
4599,MX1
4600,MX2
4084,MXD1
83463,MXD3
10608,MXD4
4601,MXI1
25878,MXRA5
439921,MXRA7
54587,MXRA8
91663,MYADM
151325,MYADML
255275,MYADML2
4602,MYB
10514,MYBBP1A
4603,MYBL1
4605,MYBL2
4604,MYBPC1
4606,MYBPC2
4607,MYBPC3
4608,MYBPH
343263,MYBPHL
4609,MYC
26292,MYCBP
23077,MYCBP2
100874212,MYCBP2-AS1
84073,MYCBPAP
4610,MYCL
4613,MYCN
10408,MYCNOS
103752554,MYCNUT
80177,MYCT1
4615,MYD88
56005,MYDGF
50804,MYEF2
26579,MYEOV
4617,MYF5
4618,MYF6
60314,MYG1
4619,MYH1
4628,MYH10
4629,MYH11
8735,MYH13
79784,MYH14
22989,MYH15
84176,MYH16
4620,MYH2
4621,MYH3
4622,MYH4
4624,MYH6
4625,MYH7
57644,MYH7B
4626,MYH8
4627,MYH9
100128560,MYHAS
4632,MYL1
93408,MYL10
29895,MYL11
10627,MYL12A
103910,MYL12B
391722,MYL12BP2
4633,MYL2
4634,MYL3
4635,MYL4
4636,MYL5
4637,MYL6
140465,MYL6B
58498,MYL7
10398,MYL9
29116,MYLIP
4638,MYLK
100506826,MYLK-AS1
100873940,MYLK-AS2
85366,MYLK2
91807,MYLK3
340156,MYLK4
389827,MYMK
101929726,MYMX
55892,MYNN
4651,MYO10
51168,MYO15A
80022,MYO15B
23026,MYO16
100885782,MYO16-AS1
399687,MYO18A
84700,MYO18B
80179,MYO19
4640,MYO1A
4430,MYO1B
4641,MYO1C
4642,MYO1D
102724715,MYO1D-DT
4643,MYO1E
4542,MYO1F
64005,MYO1G
283446,MYO1H
53904,MYO3A
140469,MYO3B
101929753,MYO3B-AS1
4644,MYO5A
4645,MYO5B
55930,MYO5C
4646,MYO6
4647,MYO7A
4648,MYO7B
4649,MYO9A
4650,MYO9B
4653,MYOC
93649,MYOCD
101928418,MYOCD-AS1
4654,MYOD1
26509,MYOF
4656,MYOG
8736,MYOM1
9172,MYOM2
127294,MYOM3
57462,MYORG
101927865,MYOSLID-AS1
9499,MYOT
58529,MYOZ1
51778,MYOZ2
91977,MYOZ3
84665,MYPN
339344,MYPOP
745,MYRF
26070,MYRF-AS1
196446,MYRFL
25924,MYRIP
114803,MYSM1
4661,MYT1
23040,MYT1L
730811,MYT1L-AS1
100820829,MYZAP
51237,MZB1
7593,MZF1
100131691,MZF1-AS1
440145,MZT1
653784,MZT2A
80097,MZT2B
9683,N4BP1
55728,N4BP2
90634,N4BP2L1
10443,N4BP2L2
116828,N4BP2L2-IT2
23138,N4BP3
29104,N6AMT1
8260,NAA10
84779,NAA11
80155,NAA15
79612,NAA16
51126,NAA20
80018,NAA25
122830,NAA30
60560,NAA35
84316,NAA38
79829,NAA40
80218,NAA50
79903,NAA60
24142,NAA80
27163,NAAA
10003,NAALAD2
10004,NAALADL1
254827,NAALADL2
100874245,NAALADL2-AS1
100874244,NAALADL2-AS2
100862679,NAALADL2-AS3
4664,NAB1
4665,NAB2
64859,NABP1
79035,NABP2
4666,NACA
342538,NACA2
83955,NACA4P
23148,NACAD
112939,NACC1
138151,NACC2
65220,NADK
133686,NADK2
55191,NADSYN1
8883,NAE1
92345,NAF1
4668,NAGA
55577,NAGK
4669,NAGLU
51172,NAGPA
100507589,NAGPA-AS1
162417,NAGS
203245,NAIF1
4671,NAIP
259232,NALCN
100885778,NALCN-AS1
728215,NALF1
100874375,NALF1-IT1
27112,NALF2
101928483,NALT1
100996569,NAMA
10135,NAMPT
79923,NANOG
360030,NANOGNB
340719,NANOS1
339345,NANOS2
342977,NANOS3
140838,NANP
54187,NANS
4673,NAP1L1
4674,NAP1L2
4675,NAP1L3
4676,NAP1L4
266812,NAP1L5
645996,NAP1L6P
8775,NAPA
100505681,NAPA-AS1
63908,NAPB
222236,NAPEPLD
8774,NAPG
93100,NAPRT
9476,NAPSA
256236,NAPSB
26502,NARF
4677,NARS1
79731,NARS2
4678,NASP
55226,NAT10
57106,NAT14
375607,NAT16
10,NAT2
9027,NAT8
51471,NAT8B
339983,NAT8L
26151,NAT9
256302,NATD1
89796,NAV1
89797,NAV2
100874014,NAV2-AS2
399876,NAV2-AS4
100874012,NAV2-AS5
89795,NAV3
55739,NAXD
128240,NAXE
51594,NBAS
729177,NBAT1
550643,NBDY
26960,NBEA
65065,NBEAL1
23218,NBEAL2
606,NBEAP1
4681,NBL1
4683,NBN
55672,NBPF1
100132406,NBPF10
200030,NBPF11
149013,NBPF12
644861,NBPF13P
25832,NBPF14
284565,NBPF15
441908,NBPF18P
101060226,NBPF19
100288142,NBPF20
285622,NBPF22P
101929780,NBPF25P
101060684,NBPF26
84224,NBPF3
148545,NBPF4
653149,NBPF6
343505,NBPF7P
728841,NBPF8
400818,NBPF9
4077,NBR1
10230,NBR2
83988,NCALD
4684,NCAM1
100288346,NCAM1-AS1
4685,NCAM2
1463,NCAN
9918,NCAPD2
23310,NCAPD3
64151,NCAPG
54892,NCAPG2
23397,NCAPH
29781,NCAPH2
4686,NCBP1
22916,NCBP2
152217,NCBP2AS2
55421,NCBP3
342897,NCCRP1
23154,NCDN
57552,NCEH1
653361,NCF1
654816,NCF1B
654817,NCF1C
4688,NCF2
4689,NCF4
4690,NCK1
101927597,NCK1-DT
8440,NCK2
10787,NCKAP1
3071,NCKAP1L
344148,NCKAP5
101928185,NCKAP5-AS1
101928161,NCKAP5-AS2
57701,NCKAP5L
51517,NCKIPSD
4691,NCL
56926,NCLN
400746,NCMAP
100506985,NCMAP-DT
8648,NCOA1
10499,NCOA2
8202,NCOA3
8031,NCOA4
57727,NCOA5
23054,NCOA6
135112,NCOA7
9611,NCOR1
149934,NCOR1P1
9612,NCOR2
9437,NCR1
9436,NCR2
259197,NCR3
374383,NCR3LG1
552853,NCRNA00250
100302746,NCRUPAR
23413,NCS1
23385,NCSTN
4535,ND1
4536,ND2
4537,ND3
4538,ND4
4539,ND4L
4540,ND5
4541,ND6
55706,NDC1
10403,NDC80
54820,NDE1
81565,NDEL1
80762,NDFIP1
54602,NDFIP2
100874208,NDFIP2-AS1
4692,NDN
79625,NDNF
27158,NDOR1
4693,NDP
10397,NDRG1
57447,NDRG2
57446,NDRG3
65009,NDRG4
3340,NDST1
102546298,NDST1-AS1
8509,NDST2
9348,NDST3
64579,NDST4
4694,NDUFA1
4705,NDUFA10
126328,NDUFA11
55967,NDUFA12
51079,NDUFA13
4695,NDUFA2
4696,NDUFA3
4697,NDUFA4
56901,NDUFA4L2
4698,NDUFA5
4700,NDUFA6
100132273,NDUFA6-DT
4701,NDUFA7
4702,NDUFA8
4704,NDUFA9
4706,NDUFAB1
51103,NDUFAF1
91942,NDUFAF2
25915,NDUFAF3
29078,NDUFAF4
100306975,NDUFAF4P1
79133,NDUFAF5
137682,NDUFAF6
55471,NDUFAF7
284184,NDUFAF8
4707,NDUFB1
4716,NDUFB10
54539,NDUFB11
4708,NDUFB2
100134713,NDUFB2-AS1
4709,NDUFB3
4710,NDUFB4
4711,NDUFB5
4712,NDUFB6
4713,NDUFB7
4714,NDUFB8
4715,NDUFB9
4717,NDUFC1
4718,NDUFC2
100532726,NDUFC2-KCTD14
4719,NDUFS1
4720,NDUFS2
4722,NDUFS3
4724,NDUFS4
4725,NDUFS5
4726,NDUFS6
374291,NDUFS7
4728,NDUFS8
4723,NDUFV1
4729,NDUFV2
101927275,NDUFV2-AS1
4731,NDUFV3
283131,NEAT1
4703,NEB
10529,NEBL
100128511,NEBL-AS1
64168,NECAB1
54550,NECAB2
63941,NECAB3
25977,NECAP1
55707,NECAP2
5818,NECTIN1
102724301,NECTIN1-DT
5819,NECTIN2
25945,NECTIN3
100506555,NECTIN3-AS1
81607,NECTIN4
121441,NEDD1
4734,NEDD4
23327,NEDD4L
4738,NEDD8
100528064,NEDD8-MDP1
4739,NEDD9
4744,NEFH
4747,NEFL
4741,NEFM
257194,NEGR1
100852409,NEGR1-IT1
79661,NEIL1
252969,NEIL2
55247,NEIL3
4750,NEK1
152110,NEK10
79858,NEK11
4751,NEK2
91548,NEK2-DT
4752,NEK3
6787,NEK4
341676,NEK5
10783,NEK6
140609,NEK7
284086,NEK8
91754,NEK9
7469,NELFA
25920,NELFB
51497,NELFCD
7936,NELFE
4745,NELL1
4753,NELL2
9147,NEMF
23306,NEMP1
100131211,NEMP2
29937,NENF
4756,NEO1
25871,NEPRO
102723430,NEPRO-AS1
10763,NES
10276,NET1
81832,NETO1
100505797,NETO1-DT
81831,NETO2
4758,NEU1
4759,NEU2
10825,NEU3
129807,NEU4
9148,NEURL1
102724341,NEURL1-AS1
54492,NEURL1B
140825,NEURL2
93082,NEURL3
84461,NEURL4
4760,NEUROD1
4761,NEUROD2
58158,NEUROD4
63974,NEUROD6
4762,NEUROG1
63973,NEUROG2
50674,NEUROG3
340533,NEXMIF
91624,NEXN
374987,NEXN-AS1
4763,NF1
440225,NF1P2
4771,NF2
150372,NFAM1
23114,NFASC
10725,NFAT5
4772,NFATC1
4773,NFATC2
84901,NFATC2IP
4775,NFATC3
4776,NFATC4
4778,NFE2
4779,NFE2L1
4780,NFE2L2
9603,NFE2L3
58160,NFE4
4774,NFIA
645030,NFIA-AS1
100996570,NFIA-AS2
4781,NFIB
4782,NFIC
4783,NFIL3
4784,NFIX
4790,NFKB1
4791,NFKB2
4792,NFKBIA
4793,NFKBIB
84807,NFKBID
4794,NFKBIE
4795,NFKBIL1
64332,NFKBIZ
4798,NFRKB
9054,NFS1
27247,NFU1
4799,NFX1
152518,NFXL1
4800,NFYA
4801,NFYB
4802,NFYC
100130557,NFYC-AS1
494127,NFYCP2
58157,NGB
25983,NGDN
25791,NGEF
4803,NGF
4804,NGFR
100288866,NGFR-AS1
55768,NGLY1
51335,NGRN
100294720,NHEG1
79840,NHEJ1
9368,NHERF1
9351,NHERF2
79849,NHERF4
4807,NHLH1
4808,NHLH2
378884,NHLRC1
374354,NHLRC2
387921,NHLRC3
283948,NHLRC4
55651,NHP2
4810,NHS
100873920,NHS-AS1
57224,NHSL1
441172,NHSL1-AS1
340527,NHSL2
116496,NIBAN1
64855,NIBAN2
199786,NIBAN3
84276,NICN1
401115,NICOL1
4811,NID1
22795,NID2
60491,NIF3L1
84365,NIFK
254128,NIFK-AS1
167359,NIM1K
51199,NIN
4814,NINJ1
4815,NINJ2
100049716,NINJ2-AS1
22981,NINL
51388,NIP7
123606,NIPA1
81614,NIPA2
152519,NIPAL1
79815,NIPAL2
57185,NIPAL3
348938,NIPAL4
102724404,NIPAL4-DT
25836,NIPBL
646719,NIPBL-DT
8508,NIPSNAP1
2631,NIPSNAP2
25934,NIPSNAP3A
55335,NIPSNAP3B
11188,NISCH
4817,NIT1
56954,NIT2
